PetType,Breed,AgeMonths,Color,Size,WeightKg,Vaccinated,HealthCondition,TimeInShelterDays,PreviousOwner,AdoptionLikelihood
Dog,Poodle,25,Brown,Large,5.46493392132861,1,0,54,0,0
Dog,Golden Retriever,131,Orange,Small,21.4553347356294,1,0,61,1,0
Dog,Poodle,97,Brown,Small,8.06551851102191,1,0,78,0,0
Bird,Parakeet,25,Black,Small,14.5894524935238,1,0,83,1,0
Rabbit,Rabbit,148,Black,Large,18.1477333187741,1,0,5,0,0
Cat,Siamese,162,White,Medium,26.7183861821166,0,1,18,0,0
Bird,Parakeet,154,Orange,Small,26.7767978534092,1,0,44,0,0
Rabbit,Rabbit,126,White,Small,22.6262782767594,1,0,31,1,0
Dog,Labrador,133,Black,Small,2.01955276940654,0,0,21,0,0
Cat,Persian,9,White,Medium,17.677042153477,1,0,47,0,1
Dog,Labrador,116,Orange,Medium,23.8109206541137,1,0,30,0,1
Bird,Parakeet,178,Orange,Large,1.50135329813753,1,0,55,1,0
Dog,Golden Retriever,134,Brown,Medium,16.9408537960408,0,0,68,1,0
Bird,Parakeet,60,Gray,Large,25.8751602277949,1,0,69,1,0
Bird,Parakeet,172,Brown,Large,14.7489601994257,1,0,41,1,0
Rabbit,Rabbit,121,Orange,Large,1.11907988402601,0,0,45,0,0
Cat,Persian,139,Black,Large,1.31938739173262,1,0,74,0,0
Cat,Persian,175,Black,Large,13.0824450849988,0,1,80,0,0
Bird,Parakeet,108,Brown,Small,5.49525135508588,0,0,30,0,0
Cat,Persian,108,Orange,Medium,20.2690690557045,0,0,77,1,0
Cat,Siamese,131,Black,Small,21.5551786822785,0,0,85,1,0
Cat,Persian,76,Orange,Large,6.15851406835823,1,0,45,0,0
Bird,Parakeet,30,Black,Medium,26.7674653672101,0,0,45,0,0
Rabbit,Rabbit,21,Orange,Small,13.8153275043889,1,0,79,1,1
Bird,Parakeet,156,White,Small,5.14253132016579,1,0,84,0,0
Bird,Parakeet,161,Orange,Large,23.1632963440125,1,0,84,0,0
Bird,Parakeet,163,Orange,Small,23.9092605004864,1,0,45,0,0
Bird,Parakeet,34,Brown,Small,19.5395687072983,1,0,55,0,0
Bird,Parakeet,41,White,Small,25.750501042874,1,0,59,0,0
Cat,Siamese,51,Gray,Small,22.3838161888895,0,0,5,0,0
Bird,Parakeet,175,Brown,Small,26.5839663795827,1,0,32,0,0
Rabbit,Rabbit,82,Gray,Large,13.5827534060789,1,1,6,1,0
Dog,Poodle,58,Black,Large,22.6803167148838,1,1,26,0,0
Cat,Persian,75,Gray,Small,29.9927953394423,0,0,37,0,0
Bird,Parakeet,23,Orange,Large,22.023004728069,1,0,13,1,1
Bird,Parakeet,176,Gray,Large,4.31132962687683,1,0,69,0,0
Bird,Parakeet,128,Brown,Medium,16.0312429504463,1,0,25,0,1
Rabbit,Rabbit,150,Brown,Small,18.0330859460478,1,0,13,1,0
Dog,Golden Retriever,17,Gray,Large,6.05210957707034,0,1,88,0,0
Dog,Poodle,69,Brown,Large,28.9238573911631,1,0,20,1,0
Bird,Parakeet,108,Brown,Small,6.09181355140387,0,1,72,0,0
Dog,Labrador,139,Gray,Medium,6.14917967168346,0,0,60,0,1
Bird,Parakeet,94,White,Small,27.5398470012621,1,0,73,0,0
Cat,Persian,15,White,Medium,14.4909575605285,0,0,21,0,1
Cat,Persian,91,Black,Small,2.83246009896097,0,1,61,1,0
Dog,Labrador,163,Brown,Small,18.3474374982173,0,0,84,0,0
Dog,Labrador,33,Gray,Small,18.4529641103584,1,0,79,1,1
Rabbit,Rabbit,125,Brown,Small,2.87052200191029,1,1,26,1,0
Cat,Siamese,16,Orange,Medium,29.2031523733762,1,0,54,0,1
Dog,Labrador,162,Brown,Medium,16.7768689935427,1,0,42,1,1
Cat,Siamese,66,Brown,Large,17.2340759432132,0,0,11,0,0
Rabbit,Rabbit,168,White,Small,16.0833470205694,1,0,37,0,0
Bird,Parakeet,156,Gray,Medium,18.711221609694,1,0,11,1,1
Cat,Persian,47,Brown,Medium,8.66469283043889,1,0,27,0,1
Bird,Parakeet,167,White,Medium,9.32999909127038,0,0,83,0,0
Rabbit,Rabbit,148,Black,Small,15.8288336040879,0,0,34,0,0
Rabbit,Rabbit,124,White,Large,24.3938897881438,1,0,38,0,0
Dog,Golden Retriever,1,White,Medium,2.44607271833119,1,0,61,0,1
Cat,Siamese,87,White,Small,18.4987221543871,1,1,87,0,0
Dog,Poodle,128,Brown,Medium,24.3965661326831,1,1,53,0,0
Rabbit,Rabbit,67,Brown,Medium,5.55060088907959,0,0,65,0,0
Cat,Persian,4,Black,Large,1.43565371743642,1,0,3,0,1
Cat,Siamese,153,Orange,Medium,10.0686855591023,1,0,67,0,1
Rabbit,Rabbit,47,Orange,Medium,18.0561674951583,0,0,28,0,0
Bird,Parakeet,38,Orange,Small,5.01021202873768,0,0,14,1,0
Dog,Poodle,143,Black,Small,13.3575487582021,0,0,52,0,0
Dog,Labrador,21,Orange,Large,17.0173234238541,0,0,30,0,1
Dog,Labrador,57,Orange,Small,18.3676097479622,1,0,58,0,1
Cat,Siamese,117,White,Small,8.95793990901088,1,0,54,0,0
Cat,Persian,46,Brown,Large,12.6008594436025,1,0,69,0,0
Bird,Parakeet,142,Brown,Medium,23.5718376429592,1,0,15,1,1
Rabbit,Rabbit,145,White,Large,28.2952261294999,1,0,38,1,0
Rabbit,Rabbit,39,White,Small,25.9945296024295,1,0,78,1,0
Cat,Siamese,137,White,Large,17.3642215502695,0,1,14,1,0
Cat,Persian,99,Brown,Medium,12.8984912853745,1,0,57,0,1
Cat,Siamese,77,Orange,Large,10.6557418167711,1,0,59,0,0
Rabbit,Rabbit,115,White,Small,4.62374041643652,0,0,8,1,0
Bird,Parakeet,134,Black,Small,4.08998616926728,1,0,72,0,0
Dog,Golden Retriever,151,White,Large,20.9623711224961,1,0,19,1,0
Bird,Parakeet,91,Gray,Medium,8.53403806896365,1,0,32,1,1
Bird,Parakeet,98,White,Large,8.38518890654096,0,0,29,1,0
Bird,Parakeet,120,Brown,Medium,29.9476565798558,1,0,41,0,1
Rabbit,Rabbit,46,White,Medium,6.44985277834007,1,0,75,1,1
Dog,Golden Retriever,38,Gray,Large,5.29373302517606,0,0,45,0,0
Cat,Persian,142,Black,Medium,3.8618716050377,0,0,13,0,0
Rabbit,Rabbit,100,Orange,Small,17.8143550098371,1,1,27,0,0
Rabbit,Rabbit,72,White,Large,19.2080509540609,0,0,19,1,0
Bird,Parakeet,35,Gray,Medium,11.5916098614496,1,0,26,1,1
Rabbit,Rabbit,147,Gray,Small,16.5269867298326,1,0,53,0,0
Bird,Parakeet,30,Black,Large,23.8635863974025,0,0,51,0,0
Cat,Persian,78,Brown,Small,24.7250208813307,0,0,37,0,0
Dog,Poodle,84,White,Small,28.7794501957538,1,0,9,1,0
Rabbit,Rabbit,113,Gray,Small,24.9037715917634,0,0,52,0,0
Cat,Siamese,25,Black,Medium,17.3804016648054,0,0,54,0,0
Cat,Siamese,168,Orange,Large,6.21005200926853,1,1,3,0,0
Cat,Siamese,88,Gray,Large,3.89314317338243,1,0,69,0,0
Bird,Parakeet,14,Black,Medium,2.58084480741492,1,0,8,0,1
Rabbit,Rabbit,154,Brown,Large,20.3292491217761,0,0,14,0,0
Cat,Siamese,102,Brown,Small,24.4185514065418,1,0,3,1,0
Dog,Labrador,150,Gray,Large,15.7518345698383,1,0,24,1,1
Cat,Persian,176,Gray,Medium,2.58671107017556,1,1,13,0,0
Cat,Persian,83,White,Small,16.5286466631488,1,0,43,1,0
Bird,Parakeet,110,Black,Medium,28.136728584212,0,0,29,0,0
Rabbit,Rabbit,179,Gray,Small,18.3307825370414,1,1,72,0,0
Dog,Labrador,131,White,Small,24.4733971654216,1,0,51,0,1
Rabbit,Rabbit,170,White,Large,24.2044268033608,1,0,42,0,0
Bird,Parakeet,19,Gray,Small,28.0317438936389,1,0,31,1,1
Dog,Poodle,28,Brown,Medium,23.3366342038463,1,0,63,0,1
Cat,Persian,173,Black,Large,22.6833149063796,0,0,26,0,0
Cat,Siamese,71,Black,Medium,7.78897728414858,1,0,18,1,1
Cat,Siamese,63,Brown,Small,2.73782950431136,0,0,82,0,0
Bird,Parakeet,73,Gray,Medium,16.0103844865604,1,0,57,1,1
Rabbit,Rabbit,124,Black,Medium,4.6085920304559,1,0,7,1,1
Dog,Golden Retriever,119,Gray,Small,28.9036804120617,1,0,48,0,0
Bird,Parakeet,121,Gray,Large,9.40781811635783,0,0,80,1,0
Dog,Poodle,19,White,Medium,25.7353818981445,1,0,60,0,1
Cat,Persian,175,Brown,Small,12.2411141308713,1,0,33,0,0
Cat,Siamese,142,Gray,Large,10.3726332458639,1,0,3,0,0
Bird,Parakeet,120,Orange,Large,28.119598598922,0,0,4,0,0
Cat,Persian,166,Brown,Large,11.5363545905005,1,1,4,1,0
Cat,Siamese,61,Black,Medium,12.318349351231,0,0,42,0,0
Rabbit,Rabbit,164,White,Medium,4.07666160877437,0,0,9,0,0
Cat,Persian,168,Black,Medium,20.4429532931928,0,1,51,1,0
Dog,Golden Retriever,30,Black,Large,9.37634301984789,0,0,17,0,0
Dog,Labrador,9,Brown,Medium,17.9825208673457,1,0,17,0,1
Dog,Labrador,64,Black,Small,18.1491994175431,1,0,20,0,1
Bird,Parakeet,161,Gray,Medium,21.8567911722772,1,0,14,1,1
Bird,Parakeet,120,Black,Medium,22.6120030990008,0,0,22,0,0
Rabbit,Rabbit,52,White,Large,15.9191205976446,1,0,52,0,0
Cat,Siamese,89,White,Medium,10.5987664804987,1,0,27,0,1
Bird,Parakeet,142,Orange,Small,25.2860759502073,0,0,43,0,0
Cat,Siamese,53,White,Large,9.98610383284606,1,0,3,1,0
Dog,Labrador,78,Black,Small,15.7177637396106,1,0,88,0,1
Cat,Persian,41,White,Large,12.6363249129081,1,0,8,0,0
Rabbit,Rabbit,68,Brown,Large,25.797273193121,1,0,86,0,0
Cat,Persian,8,White,Medium,13.525637403229,1,1,89,1,1
Dog,Golden Retriever,2,Gray,Small,12.196876476287,0,0,10,1,0
Dog,Poodle,105,Brown,Large,21.0048870940315,1,0,29,0,0
Rabbit,Rabbit,125,Orange,Medium,18.4707921859818,0,0,40,0,0
Bird,Parakeet,110,Gray,Large,4.11015817137954,1,1,65,0,0
Bird,Parakeet,86,Black,Large,15.7368953839749,1,0,21,0,0
Dog,Poodle,169,Black,Large,22.3288732616642,1,0,24,0,0
Rabbit,Rabbit,120,Black,Large,29.7701681731493,1,1,73,0,0
Rabbit,Rabbit,127,Gray,Large,19.2452581851393,1,1,60,0,0
Dog,Golden Retriever,16,Gray,Large,11.7384989267982,0,0,26,1,0
Dog,Labrador,62,Gray,Medium,7.55839639426143,1,0,9,0,1
Cat,Persian,113,Brown,Large,26.3120767904463,1,0,20,1,0
Cat,Siamese,176,Brown,Small,24.6223911512916,1,1,56,0,0
Dog,Labrador,158,Black,Medium,7.78376180260216,1,0,36,1,1
Dog,Golden Retriever,12,White,Small,6.81833061425063,0,1,36,0,0
Bird,Parakeet,35,Black,Large,21.7389665275241,0,0,73,0,0
Cat,Persian,11,Orange,Small,10.133609795644,1,0,22,1,1
Cat,Persian,64,Brown,Large,9.88556515249678,1,0,1,0,0
Dog,Labrador,50,Gray,Large,5.416417164962,0,0,69,0,0
Cat,Siamese,149,Brown,Medium,8.65529007158507,1,0,73,0,1
Cat,Persian,69,Gray,Medium,13.3977191701868,1,0,37,1,1
Rabbit,Rabbit,48,Orange,Large,22.2523117809001,0,0,83,0,0
Bird,Parakeet,20,Orange,Medium,10.7529347379987,1,0,72,1,1
Rabbit,Rabbit,101,Brown,Small,10.5295258449154,1,0,13,0,0
Cat,Persian,172,Gray,Medium,9.26248432402064,1,0,84,0,1
Bird,Parakeet,161,Orange,Medium,14.8702263578202,1,0,43,0,1
Dog,Poodle,137,Black,Small,6.23846424029814,1,0,37,0,0
Dog,Golden Retriever,68,Black,Medium,15.0832912869316,1,0,74,0,1
Bird,Parakeet,35,Gray,Large,21.421091129646,0,1,25,0,0
Bird,Parakeet,65,Brown,Small,1.86392461694604,0,0,88,0,0
Dog,Labrador,8,Orange,Large,1.28360202886709,1,0,21,0,1
Dog,Labrador,45,Brown,Small,3.17856439448077,1,0,41,0,1
Bird,Parakeet,87,Black,Large,16.5341417901153,0,0,73,1,0
Bird,Parakeet,175,Orange,Large,25.7791974123767,1,0,42,1,0
Cat,Persian,168,Brown,Medium,1.14164951458731,0,1,42,1,0
Dog,Golden Retriever,76,White,Large,28.1631778329558,1,1,2,0,0
Bird,Parakeet,76,Gray,Medium,4.08207683554554,0,0,68,1,0
Bird,Parakeet,174,Gray,Small,25.4175223136886,1,0,8,0,0
Cat,Persian,47,White,Large,15.0027881845055,1,0,61,0,0
Bird,Parakeet,15,Black,Large,20.1213642310865,0,0,14,1,0
Bird,Parakeet,105,Orange,Small,15.8098065489683,1,0,77,1,0
Bird,Parakeet,147,Gray,Small,14.8343985302013,1,0,21,0,0
Rabbit,Rabbit,26,White,Large,25.2120834225674,1,0,24,0,0
Cat,Persian,52,White,Small,22.9207050074667,0,1,50,0,0
Rabbit,Rabbit,93,Black,Medium,15.0186648591671,1,0,82,0,1
Bird,Parakeet,150,Black,Small,4.23744195248579,0,0,45,1,0
Bird,Parakeet,21,Brown,Small,4.34668582011784,1,0,64,0,1
Dog,Labrador,51,Gray,Large,24.2446443608532,1,1,64,1,0
Rabbit,Rabbit,38,Brown,Medium,16.3523280190785,1,0,26,0,1
Cat,Siamese,20,White,Small,14.9660850663615,1,0,32,1,1
Bird,Parakeet,157,Orange,Medium,20.7364383994607,0,0,57,1,0
Rabbit,Rabbit,179,Orange,Medium,25.9064059190135,0,0,53,0,0
Dog,Poodle,132,Black,Medium,19.2373211879859,1,0,33,0,1
Dog,Labrador,55,Orange,Large,23.1225891680479,0,0,52,1,0
Dog,Labrador,92,Orange,Small,23.1928451993918,0,0,18,0,0
Bird,Parakeet,28,Orange,Large,11.3315820149958,1,0,35,0,0
Bird,Parakeet,4,White,Small,8.94841267358888,0,1,12,0,0
Dog,Poodle,150,Orange,Small,24.2337579480796,1,0,51,0,0
Rabbit,Rabbit,76,Orange,Large,11.9381849617431,0,0,89,1,0
Cat,Persian,173,Orange,Medium,27.1967441891585,1,0,10,0,1
Cat,Siamese,67,Brown,Medium,3.02103020517347,1,0,52,1,1
Bird,Parakeet,86,White,Small,2.68830785018485,1,0,34,0,0
Cat,Siamese,162,Black,Large,27.8831206429408,0,1,67,1,0
Cat,Persian,91,Brown,Medium,19.8051925112616,1,1,39,0,0
Dog,Golden Retriever,105,Gray,Medium,12.0083813370016,1,0,8,0,1
Bird,Parakeet,1,White,Small,22.8967520296693,1,0,29,0,1
Rabbit,Rabbit,72,White,Small,20.4974774898156,1,0,22,1,0
Dog,Golden Retriever,87,Gray,Large,16.4048303577683,1,0,84,0,0
Dog,Labrador,166,Gray,Small,3.86732693721689,0,0,70,1,0
Dog,Golden Retriever,6,Gray,Medium,24.5532080314898,1,0,61,0,1
Rabbit,Rabbit,153,Black,Medium,26.1146725297381,1,1,43,0,0
Rabbit,Rabbit,145,Orange,Medium,5.99289196802682,1,0,49,1,1
Dog,Poodle,61,White,Medium,25.6648379073349,0,0,29,0,0
Bird,Parakeet,12,Orange,Large,26.4575720194804,1,1,81,0,0
Bird,Parakeet,6,Orange,Large,16.933429756367,1,0,31,0,1
Bird,Parakeet,27,Gray,Small,20.0291920504579,0,0,53,0,0
Bird,Parakeet,136,Black,Small,12.0848822804203,0,0,34,0,0
Rabbit,Rabbit,124,Brown,Small,9.17195777776871,0,0,38,0,0
Rabbit,Rabbit,106,Black,Large,21.9375112615977,1,1,57,0,0
Cat,Siamese,93,Orange,Medium,25.9943793214584,0,1,4,1,0
Bird,Parakeet,109,Black,Small,19.9682490357167,1,1,2,1,0
Dog,Golden Retriever,99,Gray,Medium,15.8361277087499,1,1,12,0,0
Cat,Persian,168,Brown,Small,5.60881823848098,1,0,35,0,0
Rabbit,Rabbit,142,Gray,Small,2.55030266553973,1,1,70,0,0
Cat,Persian,35,Brown,Small,13.9250619171556,0,1,72,1,0
Rabbit,Rabbit,176,Orange,Small,2.43113734722522,1,0,21,0,0
Bird,Parakeet,84,Brown,Small,17.5107043253095,1,0,61,0,0
Bird,Parakeet,56,Brown,Medium,12.0991465482154,0,0,35,1,0
Cat,Persian,177,Brown,Small,22.9584844707771,0,0,48,0,0
Bird,Parakeet,141,Black,Medium,9.86380640824932,1,0,15,1,1
Rabbit,Rabbit,49,Black,Large,18.1964983280555,1,1,71,0,0
Cat,Siamese,46,Orange,Small,16.5928221308979,1,1,15,0,0
Rabbit,Rabbit,113,Brown,Medium,1.13666034014499,0,0,6,1,0
Cat,Persian,136,White,Large,3.099292549665,1,0,81,0,0
Dog,Labrador,43,Orange,Large,9.42067816209459,0,1,68,1,0
Bird,Parakeet,148,Brown,Large,26.5848173496022,1,0,22,0,0
Rabbit,Rabbit,124,Brown,Medium,5.26343369209358,1,0,32,1,1
Rabbit,Rabbit,97,Black,Small,21.6159355833557,1,0,22,0,0
Bird,Parakeet,90,Orange,Small,29.2276304184163,0,1,27,0,0
Rabbit,Rabbit,39,Brown,Medium,23.9264590280435,1,1,15,0,0
Rabbit,Rabbit,85,Brown,Small,8.04541548892427,0,0,44,0,0
Rabbit,Rabbit,177,Orange,Medium,27.3425925519794,1,0,86,0,1
Rabbit,Rabbit,62,White,Small,3.70010753874331,1,1,9,0,0
Rabbit,Rabbit,106,Orange,Large,14.5761163142513,0,0,34,0,0
Dog,Labrador,107,Orange,Small,26.738715324066,1,0,73,0,1
Rabbit,Rabbit,54,White,Medium,19.5967055684492,1,0,15,0,1
Bird,Parakeet,126,Orange,Medium,12.9956923771033,1,0,62,0,1
Cat,Siamese,9,Brown,Large,9.49157313537789,1,0,45,0,1
Rabbit,Rabbit,88,Orange,Medium,11.8778827542321,1,0,84,1,1
Bird,Parakeet,37,White,Small,15.7593116492693,1,1,72,0,0
Cat,Siamese,49,Gray,Small,10.2522739663114,0,0,58,0,0
Cat,Siamese,41,Orange,Large,29.1000680003867,1,1,19,0,0
Dog,Poodle,17,Black,Medium,28.0592519389182,1,1,16,1,1
Rabbit,Rabbit,88,Brown,Large,26.2494725782153,1,0,75,0,0
Dog,Poodle,21,Brown,Small,13.233065230157,1,0,8,0,1
Bird,Parakeet,51,Black,Large,21.0477513107216,1,0,33,0,0
Bird,Parakeet,59,Black,Medium,27.182049904043,0,0,74,0,0
Dog,Poodle,167,Orange,Large,25.6624551426889,0,0,18,1,0
Dog,Labrador,41,Black,Medium,13.015483406586,1,0,35,0,1
Cat,Persian,39,Gray,Medium,4.25919543034556,1,0,43,0,1
Rabbit,Rabbit,141,White,Small,3.19328055120193,1,0,50,1,0
Cat,Siamese,11,Black,Small,17.7348573115454,1,1,3,0,0
Dog,Labrador,147,Black,Small,19.636210121117,0,0,59,1,0
Bird,Parakeet,139,Gray,Medium,25.6454355333137,1,0,28,0,1
Cat,Siamese,77,Brown,Large,9.4829355898899,1,0,46,1,0
Bird,Parakeet,127,Brown,Medium,5.85664422595123,1,1,64,1,0
Rabbit,Rabbit,46,Orange,Small,11.9911691621678,1,0,70,0,0
Bird,Parakeet,45,Gray,Small,11.253678585336,1,0,47,1,0
Dog,Golden Retriever,1,White,Large,4.84159966651779,1,0,14,0,1
Dog,Labrador,168,White,Small,20.4961969228814,1,0,7,0,1
Dog,Poodle,108,Gray,Small,15.7520662811519,1,1,74,0,0
Rabbit,Rabbit,19,White,Small,21.9125599273282,1,0,79,0,1
Dog,Labrador,76,Brown,Large,11.2280424849223,1,0,31,1,1
Cat,Siamese,72,White,Medium,10.4453641357534,1,0,81,0,1
Bird,Parakeet,109,White,Small,14.7046997382718,1,1,51,1,0
Bird,Parakeet,12,Gray,Large,26.4448130164593,1,0,29,0,1
Rabbit,Rabbit,161,Gray,Small,2.16815789528543,1,1,15,0,0
Dog,Poodle,45,White,Large,24.3401517015977,0,0,76,0,0
Bird,Parakeet,90,Black,Small,11.7006407670749,1,0,25,0,0
Cat,Persian,103,Gray,Large,25.7839517478659,1,0,61,1,0
Bird,Parakeet,8,Orange,Small,24.2638872562398,1,0,41,1,1
Cat,Siamese,153,Orange,Medium,11.1140761744866,1,0,69,1,1
Cat,Siamese,91,Brown,Small,21.1224195243269,0,1,4,1,0
Dog,Golden Retriever,174,White,Large,5.62934994642976,0,0,57,0,0
Bird,Parakeet,87,Black,Small,26.9921650127499,0,1,31,0,0
Rabbit,Rabbit,158,Brown,Medium,12.7302408691054,1,0,3,0,1
Bird,Parakeet,175,White,Small,14.2131428453008,1,0,67,0,0
Bird,Parakeet,177,Gray,Large,21.4670124800726,1,1,50,0,0
Cat,Persian,175,Orange,Large,24.8043668644407,1,0,17,0,0
Dog,Golden Retriever,84,Black,Medium,7.85393955651808,1,0,60,0,1
Rabbit,Rabbit,82,Orange,Large,20.1791540564329,0,1,74,0,0
Cat,Siamese,146,Gray,Small,12.3679432727853,0,0,66,1,0
Rabbit,Rabbit,68,White,Small,11.6923847961149,1,0,88,0,0
Dog,Labrador,161,Gray,Small,21.010748894279,1,1,75,0,0
Dog,Golden Retriever,127,Gray,Large,12.2283149505221,1,0,24,0,0
Bird,Parakeet,164,Orange,Small,11.0371465047678,1,1,87,1,0
Cat,Persian,82,Black,Small,25.240763835661,1,0,32,1,0
Rabbit,Rabbit,147,Gray,Small,3.93700759109918,0,0,87,0,0
Cat,Siamese,156,Orange,Medium,20.6008860620761,1,0,19,0,1
Dog,Golden Retriever,168,Black,Large,8.21303641992811,1,0,66,1,0
Dog,Labrador,84,White,Large,1.44944901295952,1,0,60,0,1
Dog,Poodle,113,White,Large,5.83616379730807,0,1,66,1,0
Cat,Persian,76,Brown,Medium,18.5931843635002,1,0,15,1,1
Bird,Parakeet,122,Orange,Large,21.5646885530922,1,0,85,0,0
Dog,Labrador,143,Black,Medium,1.61067572313328,0,0,35,0,1
Bird,Parakeet,41,Gray,Medium,2.05633785574988,1,0,69,0,1
Dog,Labrador,167,White,Large,27.1737213304456,0,0,27,0,0
Cat,Siamese,2,Black,Small,3.12586872529788,1,0,88,1,1
Bird,Parakeet,29,Orange,Small,26.9312825998806,1,0,7,1,0
Bird,Parakeet,105,Brown,Large,7.61681149877627,1,0,6,1,0
Rabbit,Rabbit,51,White,Large,22.4605162045882,1,0,33,0,0
Bird,Parakeet,75,Black,Medium,9.98226421943435,0,0,58,0,0
Cat,Persian,10,Black,Large,25.9038087426663,0,0,49,0,0
Cat,Siamese,142,Black,Medium,21.3131910973064,0,0,17,0,0
Dog,Labrador,51,Orange,Large,12.6525902994492,0,0,42,0,0
Dog,Poodle,118,Orange,Small,3.21277117104831,1,1,72,0,0
Rabbit,Rabbit,121,Orange,Small,22.2483053322534,0,1,40,0,0
Rabbit,Rabbit,39,Gray,Large,18.8896579229903,1,0,46,1,0
Bird,Parakeet,28,Black,Medium,1.08443981717987,1,0,71,0,1
Cat,Siamese,3,White,Small,1.27317582320091,1,1,70,1,0
Cat,Siamese,84,Orange,Medium,24.4549962225881,1,0,68,0,1
Bird,Parakeet,155,Orange,Large,8.52259242525376,1,0,1,0,0
Cat,Persian,117,Black,Large,19.4478763641139,1,0,79,1,0
Cat,Persian,2,Orange,Small,14.1722181731922,0,0,89,1,0
Dog,Poodle,93,Gray,Large,26.0394704211313,1,0,52,0,0
Cat,Persian,166,Gray,Small,27.5918722799722,1,0,35,0,0
Bird,Parakeet,131,Orange,Medium,29.9074236676868,1,0,69,0,1
Bird,Parakeet,144,Black,Small,5.45683993841016,1,0,5,0,0
Rabbit,Rabbit,94,Black,Small,26.0259573477888,1,1,17,1,0
Dog,Labrador,40,Black,Medium,8.71461992513525,1,0,53,0,1
Bird,Parakeet,2,Brown,Small,18.1336603719697,1,0,52,0,1
Bird,Parakeet,81,Orange,Small,15.6674121822071,1,0,14,1,0
Bird,Parakeet,169,Black,Large,1.52165581559924,1,0,29,0,0
Rabbit,Rabbit,12,Gray,Medium,28.0503671172768,1,0,8,0,1
Cat,Persian,163,White,Small,3.27148459932734,0,0,1,0,0
Bird,Parakeet,65,White,Medium,20.9583486628243,1,0,29,0,1
Cat,Persian,55,Black,Medium,23.7651982500396,1,0,36,0,1
Rabbit,Rabbit,45,White,Small,24.0633476223828,0,0,51,0,0
Dog,Golden Retriever,101,White,Large,4.9293410489365,1,0,37,0,0
Bird,Parakeet,62,Brown,Medium,13.9795285647312,1,0,69,1,1
Rabbit,Rabbit,49,Gray,Small,25.0534372425854,1,0,53,1,0
Rabbit,Rabbit,127,Gray,Medium,9.77769710098389,0,0,52,0,0
Cat,Siamese,153,Brown,Large,14.5647115858652,1,0,88,0,0
Dog,Labrador,23,Brown,Large,8.91102288829553,1,0,83,0,1
Dog,Golden Retriever,152,White,Large,14.4429911186744,1,0,12,0,0
Bird,Parakeet,38,Orange,Small,26.7472997551935,1,0,52,1,0
Rabbit,Rabbit,28,White,Small,14.1986026999503,1,0,1,0,0
Bird,Parakeet,21,Brown,Large,17.1214484951553,0,1,7,0,0
Bird,Parakeet,107,Gray,Small,12.7153122157894,1,1,17,0,0
Bird,Parakeet,146,White,Large,14.3433983128964,0,0,43,0,0
Dog,Poodle,164,Orange,Small,1.44005177234623,1,0,71,0,0
Dog,Golden Retriever,99,White,Large,9.22861978885323,1,0,17,1,0
Dog,Golden Retriever,173,Black,Medium,13.6608699305129,1,0,59,1,1
Bird,Parakeet,119,White,Large,19.3801123037891,0,0,3,1,0
Dog,Golden Retriever,73,Brown,Large,14.0515059860629,1,0,29,1,0
Rabbit,Rabbit,122,Gray,Small,10.7966942563254,0,0,22,1,0
Cat,Siamese,30,Gray,Small,12.2548633249806,1,0,38,0,0
Rabbit,Rabbit,108,Brown,Small,8.02650654681353,1,0,54,0,0
Rabbit,Rabbit,98,Black,Small,27.8103342004475,1,0,50,1,0
Cat,Persian,32,Brown,Small,16.1305535479365,1,0,69,0,0
Rabbit,Rabbit,156,White,Small,1.38887416229157,0,0,30,0,0
Cat,Siamese,172,Brown,Medium,1.56394149416685,1,0,23,0,1
Rabbit,Rabbit,79,Brown,Large,29.2158874136092,1,0,85,0,0
Rabbit,Rabbit,41,Black,Large,7.42207584982411,1,0,47,0,0
Rabbit,Rabbit,63,White,Large,24.3626403756151,1,0,21,0,0
Dog,Poodle,23,Orange,Medium,2.68998374525666,1,0,20,0,1
Dog,Poodle,104,Orange,Large,27.7137193641419,1,0,23,1,0
Bird,Parakeet,75,Gray,Medium,26.3580931063337,1,0,68,0,1
Bird,Parakeet,48,Brown,Medium,17.5617017106009,1,0,21,1,1
Rabbit,Rabbit,160,Gray,Medium,1.26096106121442,1,0,21,0,1
Cat,Siamese,57,Black,Large,8.47651534667679,1,0,1,0,0
Cat,Siamese,118,Orange,Medium,12.7978567745555,0,1,15,0,0
Dog,Golden Retriever,100,Brown,Large,14.3418593856793,1,0,17,0,0
Dog,Golden Retriever,124,Black,Large,9.63268399830879,0,0,51,0,0
Rabbit,Rabbit,161,Black,Small,1.95548817912037,0,0,63,1,0
Dog,Golden Retriever,152,Brown,Small,18.1136947718697,1,1,14,1,0
Rabbit,Rabbit,167,Black,Medium,16.2004853631479,1,0,59,1,1
Dog,Poodle,34,Brown,Medium,9.20701842744325,0,0,83,0,0
Cat,Siamese,156,Brown,Large,2.10130305951859,1,0,50,0,0
Bird,Parakeet,165,White,Medium,29.8432314294363,1,1,34,0,0
Dog,Golden Retriever,7,Gray,Medium,14.9775994179658,1,0,6,0,1
Cat,Siamese,165,Black,Large,22.9241230114482,1,0,49,0,0
Cat,Siamese,56,Black,Medium,14.1171070164887,1,0,6,0,1
Bird,Parakeet,65,White,Medium,2.2519384350253,1,0,69,0,1
